X	Type	$Q_B$ $Q_C$ $Q_D$ $Q_E$ $Q_F$ 
1 Float1	32.42	25.85	25.04	64.6405	74.40	
2 Float2	35.14	28.91	26.59	70.0496	80.62	
3 Float4	35.66	30.75	26.38	72.9928	73.92
4 Float8	37.22	31.41	26.06	74.2025	85.45		
5 Float16  	37.20	31.46	15.54	74.2025	85.44
