X	Type	$Q_B$ $Q_C$ $Q_D$ $Q_E$	$Q_F$
1 Float1	2.029	0.906	1.675	4.938	3.037		
2 Float2	2.495	1.365	1.468	5.113	4.518	
3 Float4	2.569	1.734	1.493	5.028	4.302
4 Float8	2.167	1.702	1.542	4.83	3.344	
5 Float16  	2.079	1.443	1.654	4.926	3.214
